code_of_country,Territories,X2000,X2001,X2002,X2003,X2004,X2005,X2006,X2007,X2008,X2009,X2010,X2011,X2012,X2013,X2014,X2015,X2016,X2017,X2018,X2019,X2020,X2021
422,Lebanon,83.8,0.3,NA,NA,25,7.1,0.22,0,139.1,329.29,194.42,158.49,302.342,407.1823,244.816,109.645,15.6495,0.1358,173.4247,6.88607,166.2422133,832.2322899
426,Lesotho,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
428,Latvia,29217.8,37576.3,21430.93,21389.51,13855.65,22512.85,16332.52,24294.738,83357.22,104842.48,53578.3,130398.994,180231.17616,189333.502,136859.8859,136687.4259,241868.2909,212700.0206,392399.0042,328303.67287,335095.2228957,177500.1329698
430,Liberia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.059,NA,NA,NA,NA,NA,8e-4,NA,NA,0.0788517
434,Libya,NA,NA,NA,NA,NA,NA,0.49,NA,NA,NA,NA,NA,NA,NA,NA,1.95,NA,NA,NA,NA,NA,NA
438,Liechtenstein,113.4,576.9,49.1,112.2,27.3,37,21.01,252.99,58.59,18.98,2.11,50.07,198.16,77.12,941.38,9.04,0.8353,2.618,41.1979,9.738,22.364,126.3196774
440,Lithuania,38899,26741.7,13734.98,5842.42,16322.26,36937.03,26367.55,58331.26,19496.54,15483.05,23584.558,36224.283,41157.83576,69451.902,91245.459,264040.4128,278046.2587,259536.13145,278643.978,444981.17811,472824.9984991,438709.7522478
442,Luxembourg,442.8,10542.1,999.2,2437.2,3877.3,5560.4,6464.58,3128.79,3946.68,3788.22,7403.568,4987.43,4437.204,5715.3021,6887.884,6452.7457,7475.8979,1031.0044,3350.2025,7170.80609,9852.8346803,3552.8727703
446,China Macao Special Administrative Region,NA,NA,NA,0,NA,NA,0.08,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.851,17.58852,0.0043296,1.074e-4
450,Madagascar,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.04,0.79,1.33,0.723,1.345,4.249,9.83411,4.398,9.2172
454,Malawi,412.6,NA,NA,359.1,619.1,142.4,529.82,472.21,989.47,704.46,507.77,535.72,18.56,196.73,7.06,619.13,331.535,205.444,371.273,143.703,350.007,33.37
458,Malaysia,4131.1,3388.9,3493.167,4658.27,9125.6,12327.2,13979.09,32960.6,34203.314,23568.29252,35429.288,32874.4358,44907.0631,61056.0775,74386.36,81503.3323,69101.3703,60690.2274,70919.1992,109078.66763,64147.1324848,57929.5525179
462,Maldives,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.046,NA,NA,0.008,0.499,NA,4.238,8.691,2.0695,180.40685,66.3813211,8.4174186
466,Mali,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0.2975,1.88204,475.183,0.0081816
470,Malta,38.7,75.5,NA,0.1,0.2,0.8,0.99,0.31,35.63,1068.51,7.19,0.887,2.59,14.22,36.876,67.91,46.3851,245.9495,524.6833,8.99331,745.218334,433.2813325
474,Martinique,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,Mauritania,38.4,49.4,132.05,38.4,133.2,NA,NA,38.32,NA,NA,NA,0.88,NA,NA,NA,NA,NA,NA,1.2774,1.09631,2.3377976,0.108
480,Mauritius,NA,NA,0.5,NA,NA,NA,0.02,NA,0.5,0.17,0.1,NA,0.2,0.29,5.01,6.77,2.642,2.604,1.1511,4.185,2.4354,28.5878982
484,Mexico,1326.2,595.3,1955.03,131,373,758.3,154.03,558.17,800.23,2274.87,629.643,604.723,3326.066,14038.4248,10586.499,6407.7788,4850.888,4369.4162,7327.4635,99264.74391,18933.5489389,19129.388731
492,Monaco,88.2,89.5,NA,NA,0.7,378.9,1991.4,NA,12.58,21.01,5.94,12.64,46.36,127.57,NA,NA,9.716,85.232,0.0266,1845.21536,0.0012973,119.380799
496,Mongolia,NA,NA,22.7759,81.64,2514.8,15224.5,2767.65,487.17,360.04,464.82,555.256,36.54,550.008,512.236,427.19,166.063,22.35,44.8115,268.2268,519.04258,128.0569981,97.6512229
498,Republic of Moldova,2210.7,2319.8,3069.3132,3500.87,5203.09,4487.83,3776.55,6085.8,9487.66,6509.65939,5473.504,5835.757,6242.52,7955.0049,8903.239,7386.184,6783.646,8023.4493,3089.2469,2499.00804,3830.0657408,6628.2562222
499,Montenegro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.135,0.094,1365.115,106.8728,40.3413,0.6325,0.00841,0.00313,0.1673306
500,Montserrat,NA,NA,NA,NA,NA,NA,NA,8.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
504,Morocco,7.5,3.1,2.4,32.6,1.8,NA,11.68,44.94,78.29,202.49,112.64,189.644,2043.85,678.76,1410.92,1455.31,573.481,643.44,807.3826,1266.08057,1252.6993612,1273.0195801
508,Mozambique,NA,NA,NA,0.86,54.2,NA,197.66,187.52,45.58,90.94,53.95,NA,133.14,832.51,1714.4,1981.88,1784.273,1478.561,837.882,1840.476,1692.487,1903.212
512,Oman,129.3,6,2.6,64.9,2.4,11.3,39.7,101.19,0.3,0.61,0.2,2.99,0.1,0.92,0.228,3.55,78.96,0.5928,0.3419,154.21751,5.6714048,34.6893402
516,Namibia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.42,NA,0.234,NA,NA,0.19
520,Nauru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.069,NA,NA
524,Nepal,NA,NA,NA,NA,NA,NA,NA,NA,0.1,1.7,1.5,0.3,0.2,0.2,0.2,0.13,0.04,79.6717,0.074,287.66476,7.4149691,22.2689562
528,Netherlands,24805.5,35254.7,23628.87,28703.95,30476.4,27746.8,21410.25,35258.68,79539.96,48238.0223,58045.205,83650.537,64944.767,67476.831,87016.343,69831.0517,58086.8424,73724.578,136006.7671,125833.51249,168804.7220214,217968.414502
533,Aruba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
540,New Caledonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.068,1.482,NA,NA
548,Vanuatu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.615,NA,NA,NA
554,New Zealand,1607,764.1,688.29,192.3,189.9,27.8,1946.6,2601.28,1798.77,3300.01,2270.61,3256.517,3820.4,2782.82,2794.83,2492.965,1702.313,2003.3701,1252.1228,1550.68776,1943.8610329,2063.5223
558,Nicaragua,NA,NA,NA,NA,NA,NA,NA,NA,6.96,NA,NA,NA,NA,NA,NA,NA,NA,1.58,3.864,9.4e-4,2.104,6.064
562,Niger,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.0138,NA,NA,NA
566,Nigeria,NA,NA,NA,NA,NA,NA,7.95,NA,NA,NA,NA,0.044,6,NA,29.09,1,1.47,1.65,2.0316,2.40732,6.9430461,19.0003616
570,Niue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.069,NA
574,Norfolk Island,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
578,Norway,487.2,310.7,1597.76,1735.04,1173.8,2585,3197.79,4325.29,3643.31,6347.1014,1718.54,2458.41,2438.01,7377.96,2986.77,5724.39,984.662,1621.2455,1732.3125,3455.03556,3284.8522372,4689.91395
580,Northern Mariana Islands,22.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
581,US Minor Outlying Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
584,Marshall Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
585,Palau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
586,Pakistan,4778.4,2634.5,3907,5639.4,6163,8223.8,11099.38,9210.52,7394.54,10564.99,9654.197,13937.492,15944.154,17653.283,20575.773,17277.345,25466.322,26351.2333,66015.4562,25164.97032,24800.8510523,51499.7801211
591,Panama,164,109.3,635.2,70.3,2067.1,1860.9,960.15,149.6,169.36,45.6,0,2.52,176.32,NA,127.297,200.89,NA,0.1839,30.0662,25.0026,0.0033,1.2351916
598,Papua New Guinea,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0359,NA,NA,NA,NA
600,Paraguay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.62,NA,NA,NA,0.004,NA,NA,22.387,30.119
604,Peru,NA,118.8,60.7,382.3,42.3,5690.7,25.71,129.89,NA,2.22,1.88,204.47,1.5,1.5805,31.6165,6.507,39.305,69.8402,64.0967,18.795,257.042758,164.6177472
608,Philippines,313.1,13.4,196.2,104.7,592.7,665.8,644.57,879.39,659.51,147.42,453.1,186.961,6.86,1161.7961,2783.372,3287.6809,923.1947,379.0457,1397.2262,989.55539,2284.0304154,3298.9171783
612,Pitcairn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.26,NA,NA,NA,NA,NA,NA
616,Poland,46569,27161,11432.34,36819.68,26212.8,49393.85,64378.62,50012.47,67368.19,94202.185,74874.254,84284.553,129727.552,144913.3791,118972.2,100614.3178,102323.763,68805.1713,121167.0072,122415.14839,129167.2351331,160344.1478296
620,Portugal,81.5,47.2,29.73,187.7,431.6,516.3,249.22,604.91,549.6,348.2907,566.602,792.13,1723.695,929.295,1617.811,1539.407,1672.236,1254.2416,1717.1689,2538.99224,3380.2769462,5311.7203475
624,Guinea-Bissau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,1.664,NA
626,Timor-Leste,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.365,NA,NA,NA,NA
630,Puerto Rico,NA,NA,NA,NA,96.1,0.6,1.18,106.69,163.31,NA,1.17,NA,0.11,5.79,600.92,79.01,1.739,10.297,4.615,2.24,5.1464003,9.1708999
634,Qatar,NA,NA,NA,6.2,20.7,NA,NA,0.09,0.2,0.1,17.98,1.1,996.328,16.8,3.864,8.217,15.772,1.0345,0.3367,2442.43313,1014.3462061,19.2508188
638,Reunion,NA,NA,NA,NA,NA,NA,NA,NA,221.52,NA,NA,201.79,55.28,135.33,NA,NA,NA,NA,NA,4.026,NA,NA
642,Romania,2103.7,3145.6,1648.73,997.61,2585,30197.1,44860.69,91076.13,82328.76,45229.22,11797.7,18772.02,22974.114,16387.706,33419.043,26800.636,20964.333,16403.5459,21097.6752,30219.41504,17002.9490581,18627.1138444
643,Russian Federation,464832.5,603630.9,595322.14,689714.70999998,917142.45999998,1033964.85,1228555.388,1973877.951,2274242.204,2190652.959,1988035.5719,2383364.066,2695271.6046,3180742.094,3312692.3379999,2634701.1563,2397832.3793,2709497.6401,3538596.0624,4137694.53314,4173782.1928038,5462244.6898144
646,Rwanda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0,NA,NA,NA,NA,NA,0.00741,NA,1.39902
652,Saint Barthelemy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
654,Saint Helena,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,Saint Kitts and Nevis,NA,NA,NA,NA,13765.1,19493.6,15762,15831,NA,400,2584.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
660,Anguilla,NA,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,13.6,16,NA,NA,NA,NA,NA
662,Saint Lucia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
663,Saint Martin (French Part),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
666,Saint Pierre and Miquelon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
670,Saint Vincent and the Grenadines,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
674,San Marino,NA,NA,NA,NA,NA,NA,NA,5.14,NA,16.02,NA,NA,9.28,NA,55.59,NA,18.768,13.918,9.101,15.674,62.503,NA
678,Sao Tome and Principe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.019
682,Saudi Arabia,3362,2744.8,1460.9,1712.8,1464.7,943,1332.56,1230.86,2401.68,388.24,1558.987,4071.602,3693.711,4360.252,25099.662,20276.365,22119.2548,31889.1261,42611.3248,56872.76963,26844.7884657,12409.6373315
686,Senegal,NA,1,1.53,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.2,0.011,0.0112,0.93,NA,3.37
688,Serbia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1322.003,4256.764,2210.692,1320.751,1132.609,8360.42,1142.6229,1611.1564,2124.819,5497.47478,7796.588687,6196.4824029
690,Seychelles,NA,NA,NA,NA,NA,104.2,33.4,4.58,146.3,0,146.77,0.013,7.164,22.31,12.52,69,0.006,NA,0.0202,9.76,0.6702366,1.47301
694,Sierra Leone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.571,NA,NA
702,Singapore,6662,3339.2,1739.756,1590.5,3971.7,4936.9,8309.18,10982.34,5213.58,22840.71,22398.417,31885.125,21261.8185,19303.823,18787.675,17709.904,11046.8782,24860.7058,20490.193,147317.54513,67688.5156688,75238.314252
703,Slovakia,9399.5,11718.3,5731.38,3955.36,7039.1,9722,12036.07,12358.93,10858.82,6869.07,9759.947,12544.56,13515.537,27436.312,41899.275,14155.23,13056.65,9641.664,9346.8587,9033.8651,14732.7870263,16172.6250088
704,Viet Nam,363.9,508.5,241.31,642.55,2024.1,2632.8,1497.59,1273.77,1617.58,3091.7,3522.068,7160.409,9202.151,8810.972,14548.333,29012.122,23106.971,12211.0216,25788.3542,59710.82597,72883.296096,117660.6712455
705,Slovenia,1805.3,4978.9,1866.3,3172.3,5649.6,10250.7,12492.26,20638.45,29092.2,24564.44,29639.58,41030.911,43480.038,40636.269,41540.343,40944.987,32344.584,24806.5437,34566.2074,44732.29538,57199.8291752,75339.0071293
706,Somalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,0.015,0.065,NA,NA
710,South Africa,473.3,6759.9,6348.78,5877.36,6160.3,2757,4394.07,5792.18,8179.42,8809.8,3335.66,10105.906,50431.753,13562.19,11975.136,15284.985,5024.65752,1298.5334,4305.044,13533.47152,1891.4845914,3943.0180472
716,Zimbabwe,175.6,61,NA,337.9,NA,111.2,1902.07,2163.33,1443.88,1385.82,1487.15,208.3,0.09,591.93,1697.46,3730.62,803.706,2526.919,1072.9258,1651.1802,1486.0994001,913.8285
724,Spain,5744.1,12565.8,12645.09,8012.7,19627,12345.8,7227.13,16072.69,17239.4,9887.82,18219.553,79733.4568,46961.4372,33205.667,31744.287,30678.949,49376.5783,84439.9361,52289.2769,81866.47177,54832.220047,153386.8974148
729,Sudan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.387,1.237,83.956,10.99864,NA,7.974
732,Western Sahara,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
740,Suriname,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.325,0.058
744,Svalbard and Jan Mayen Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
748,Eswatini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.69,NA,NA,0.009,NA,0.059,4.523
752,Sweden,6610.4,14747.6,17502.54,17833.02,13888.3,37844.2,27625.71,22425.98,25365.02,31874.3722,35427.346,31809.614,30343.117,31964.303,33311.563,35927.5348,23798.378,36121.3316,17044.4063,20822.14442,27541.0349119,32995.1216839
756,Switzerland,25550.8,37251.5,23537.93,17946.66,16289.8,33140.15,35412.17,52469.84,69990.73,79881.671,82835.637,99457.751,84940.497,112919.71316,135515.5792,87348.5253,156213.621,147630.1104,158543.8119,144552.54144,104551.3434526,163797.0719692
760,Syrian Arab Republic,1695,927.9,568.3,937.1,998.5,839.6,1124.67,1367.96,1147.98,570.31,930.238,1289.603,900.056,188.92,83.41,NA,88.815,3.815,2.2562,56.233,22.0597241,27.8202341
762,Tajikistan,19253.6,20521,15846.83,24289.18,37604.61,18494.45,16046.15,16759.5,21173.123,26765.977,12666.326,5500.3997,4618.4151,6510.845,6818.58,6962.332,32173.923,51813.2873,153003.0939,152940.78962,87966.0339257,103649.1271167
764,Thailand,3721,4722.9,5029.27,4575,4476.9,4999.1,3801.15,5571.74,17540.79,13915.9081,12139.085,46935.462,15782.6355,18842.295,20035.266,17010.7842,12178.2726,12854.064,22414.6175,30209.96641,110777.7432488,35836.7499866
768,Togo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
772,Tokelau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.096,NA,NA,NA,NA
776,Tonga,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
780,Trinidad and Tobago,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.581,NA,1.392,NA,0.138
784,United Arab Emirates,25741.7,24375.5,23278.31,41534.529999999,84854.6,79205.3,38809.8,42711.99,30925.121,21882.3637,20430.8972,21887.7153,24019.3014,26332.7963,47936.901,75017.9408,198493.4235,69048.9115,81153.9237,109783.88891,111022.9842242,187108.3129466
788,Tunisia,1805.7,1259,NA,0.2,0.1,0.3,NA,0.21,5.94,0.62,0.348,1.01,20.5,10.452,55.9,18.27,37.571,145.559,198.5646,88.55375,126.9960861,316.5139409
792,Turkey,97087.7,105879.7,87725.04,141844.13,172518.8,177836.6,172930.598,203845.197,299949.929,267095.4072,244840.618,278323.1263,364516.01045,450853.61787,539483.23603,412619.3237,485502.1601,674660.6872,1112775.763,1326408.45497,1087267.1173432,1717578.4014554
795,Turkmenistan,18109.2,26490.8,11829.36,13983.81,15587.34,13719.81,13470.26,11967.4,11742.16,60683.429,148531.155,344180.845,248323.464,183754.786,183003.486,213941.105,129548.932,108007.5506,243256.0864,410071.87566,412122.1409086,710141.086211
796,Turks and Caicos Islands,66.3,NA,0.9,NA,NA,NA,NA,NA,1.62,NA,NA,NA,NA,NA,NA,NA,1.938,64.051,NA,8.46,63.402,NA
798,Tuvalu,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
800,Uganda,NA,6.1,NA,61.5,39.2,11.7,108.55,513.03,63.89,3407.56,1786.31,1747.801,640.054,1148.97,1953.99,1218.36,3392.681,1417.852,153.8456,247.42731,NA,373.9682625
804,Ukraine,178411.8,222902.1,121789.534,136388.09,171035.03,246794.72,266091.67,479703.18,960278.737,834939.2773,378198.4563,502367.8091,669705.583,490665.83725,415133.80017,269059.8754,202565.8949,183958.1723,327149.2484,264403.23153,315592.2494532,472619.8943447
807,North Macedonia,NA,37.5,NA,81.88,166.4,57.5,103.17,62.22,NA,36.69,22.13,NA,22.9,8.6,1250.26,2789.687,0.3591,83.8243,78.0381,217.61234,99.628,28.951
818,Egypt,548.9,134.1,296.4,315.17,456.1,939.8,2504.3,5218.07,6941.68,9365.393,15305.9291,14164.952,14849.3603,15598.228,16880.893,22054.7912,17151.0531,8225.4736,4940.7553,16876.08596,1850.146255,2624.6097541
826,United Kingdom of Great Britain and Northern Ireland,58905.6,79835.8,73086.84,77144.08,69771.8,94552,78569.69,68988.46,73413.7,62837.18467,97176.255,80717.535,86196.69,91309.43,84542.225,77411.7914,145260.4619,115468.8042,83433.0049,102797.28557,72496.446959979,99790.24468578
,Canal Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
831,Guernsey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8e-4,NA,NA,0.0232185
832,Jersey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0020726
833,Isle of Man,NA,NA,NA,68.4,NA,3644.1,1570.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1018,NA,195.79,NA
834,United Republic of Tanzania,14.1,NA,NA,27.4,281.5,274.8,376.15,1525.97,982.93,594.06,NA,NA,NA,124.94,0.01,10.52,8.668,210.192,62.988,259.212,0.222,0.41785
840,United States of America,256545.3,201957.8,327873.65,228493.54,394063.4,152034.9,128438.85,141892.79,193372.66,221053.49619,132132.1684,294428.6472,393494.97509,331245.66,250311.886,240215.114,409573.7584,182872.2862,378219.7555,567238.19409,248478.057922,365484.6455919
850,United States Virgin Islands,0.9,NA,NA,NA,NA,NA,NA,NA,137.83,NA,NA,70,110,NA,NA,NA,NA,NA,NA,NA,NA,NA
854,Burkina Faso,NA,NA,NA,NA,NA,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
858,Uruguay,223.2,NA,3253.72,569.33,0.1,NA,NA,NA,0,0,0,0.05,75.064,206.426,1.808,0.464,NA,72.0672,48.9477,4.27012,NA,NA
862,Venezuela (Bolivarian Republic of),NA,NA,NA,0,0.1,NA,0,26.37,NA,NA,NA,0.052,NA,NA,NA,NA,NA,0.252,NA,NA,NA,0.001
,Wake Island (USA),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
876,Wallis and Futuna Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.69,NA,NA,NA,NA,NA,NA,NA,0.215,NA,NA,NA
882,Samoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,NA,NA,NA,NA,NA,NA
887,Yemen,NA,NA,0.1,0.1,0,0,0.1,0.69,0.1,0.2703,0.172,0.0835,0.174,0.07,0.079,NA,0.08,0.013,0.0231,0.03535,2.917089,0.0023901
,Yugoslavia (Serbia and Montenegro),540.7,524.8,272.6,297.2,3136.7,441.4,627.31,936.62,889.22,3336.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
894,Zambia,NA,NA,NA,0,NA,NA,296.2,NA,93.82,0.12,19.87,228.8,6.483,5,0.02,53.33,NA,0.144,0.0268,NA,NA,NA
х,Other countries,170064.8,36804,6644.4,5817.4,1513.8,1177.7,12172.8,3232.6,5794.31,3168.65,76045.6198,75222.991,125439.73,278902.849,264723.3111,335901.9674,324874.4855,1325525.9588,1468375.362,1623384.37958,432227.5897813,884417.8633417
